HEADER	5	1	5	50	5
ADDITIONALCAPACITYCOST	1000	1000	1000	30000	1000
PRODUCTIONFACTOR	1	5	17	8	1
BOM	1	1	1	70
BOM	1	2	2	240
BOM	1	3	3	120
BOM	1	4	4	390
BOM	1	5	5	110
ORDER	1	1	1	3	36	99000
ORDER	2	1	1	3	503	990910
ORDER	3	1	1	3	835	2496650
ORDER	4	1	1	4	35	21000
ORDER	5	1	1	4	373	268560
ORDER	6	1	1	5	399	430920
ORDER	7	1	1	5	533	293150
ORDER	8	1	1	5	617	561470
ORDER	9	1	1	5	163	454770
ORDER	10	1	1	6	165	330000
ORDER	11	1	1	6	908	1770600
ORDER	12	1	1	6	25	10500
ORDER	13	1	1	6	638	1039940
ORDER	14	1	1	6	367	223870
ORDER	15	1	1	7	284	860520
ORDER	16	1	1	8	663	1823250
ORDER	17	1	1	8	780	3088800
ORDER	18	1	1	8	297	795960
ORDER	19	1	1	8	718	1464720
ORDER	20	1	1	8	186	518940
ORDER	21	1	1	8	388	624680
ORDER	22	1	1	9	643	2128330
ORDER	23	1	1	9	391	539580
ORDER	24	1	1	9	293	339880
ORDER	25	1	1	9	767	1280890
ORDER	26	1	1	9	344	72240
ORDER	27	1	1	9	351	600210
ORDER	28	1	1	9	423	516060
ORDER	29	1	1	10	21	6300
ORDER	30	1	1	10	703	1827800
ORDER	31	1	1	10	681	1491390
ORDER	32	1	1	10	201	373860
ORDER	33	1	1	10	90	330300
ORDER	34	1	1	10	236	861400
ORDER	35	1	1	10	993	1578870
ORDER	36	1	1	10	417	1559580
ORDER	37	1	1	11	54	129060
ORDER	38	1	1	11	409	409000
ORDER	39	1	1	11	948	1459920
ORDER	40	1	1	12	159	566040
ORDER	41	1	1	12	796	541280
ORDER	42	1	1	12	595	166600
ORDER	43	1	1	12	387	135450
ORDER	44	1	1	12	95	67450
ORDER	45	1	1	12	978	244500
ORDER	46	1	1	12	629	1497020
ORDER	47	1	1	12	502	65260
ORDER	48	1	1	12	296	648240
ORDER	49	1	1	12	804	1527600
ORDER	50	1	1	12	940	1391200
