HEADER	10	3	5	100	15
ADDITIONALCAPACITYCOST	17000	18000	16000	11500	100000	500000	23000	19000	50200	110000
PRODUCTIONFACTOR	13	16	4	10	1	1	17	21	2	11
BOM	1	1	1	61
BOM	1	2	2	79
BOM	1	3	3	198
BOM	1	4	4	98
BOM	1	5	5	43
BOM	2	1	1	72
BOM	2	2	2	62
BOM	2	3	3	128
BOM	2	4	4	113
BOM	2	5	5	23
BOM	3	1	6	87
BOM	3	2	7	137
BOM	3	3	8	122
BOM	3	4	9	101
BOM	3	5	10	54
ORDER	1	2	1	3	1345	979160
ORDER	2	3	1	4	215	699524
ORDER	3	1	1	5	891	2252894
ORDER	4	3	2	6	1519	3341041
ORDER	5	1	1	6	219	175091
ORDER	6	1	2	6	304	654056
ORDER	7	3	5	7	854	524527
ORDER	8	2	6	8	217	70308
ORDER	9	1	2	8	168	387660
ORDER	10	2	7	9	1170	294840
ORDER	11	2	5	10	209	72732
ORDER	12	1	6	10	735	1055828
ORDER	13	2	5	10	189	32508
ORDER	14	2	6	11	214	145520
ORDER	15	3	5	11	618	1805549
ORDER	16	3	9	11	186	322655
ORDER	17	1	5	11	198	312741
ORDER	18	2	9	12	1154	1680224
ORDER	19	2	8	13	1200	1128000
ORDER	20	1	7	13	236	50622
ORDER	21	2	9	13	197	118200
ORDER	22	1	10	14	1326	1241136
ORDER	23	2	12	14	147	113484
ORDER	24	1	10	15	257	608062
ORDER	25	3	12	15	182	379161
ORDER	26	3	12	16	244	613636
ORDER	27	3	11	16	842	1446641
ORDER	28	2	12	17	497	495012
ORDER	29	3	13	18	182	294567
ORDER	30	2	13	18	504	376992
ORDER	31	1	15	18	142	83070
ORDER	32	1	11	18	1082	801762
ORDER	33	2	17	19	314	203472
ORDER	34	2	17	19	178	72624
ORDER	35	3	15	20	209	426737
ORDER	36	1	15	21	177	408428
ORDER	37	3	20	22	225	532238
ORDER	38	3	18	23	191	156945
ORDER	39	2	17	23	187	49368
ORDER	40	2	22	24	205	164820
ORDER	41	3	23	25	228	562043
ORDER	42	2	23	25	225	184500
ORDER	43	1	23	26	1546	1919359
ORDER	44	1	20	26	183	51149
ORDER	45	3	22	27	1197	1877734
ORDER	46	3	22	28	160	264272
ORDER	47	2	24	29	500	80000
ORDER	48	3	26	29	161	387527
ORDER	49	1	24	29	126	164619
ORDER	50	1	25	30	548	587730
ORDER	51	1	25	31	238	187187
ORDER	52	1	26	31	193	412731
ORDER	53	3	26	31	176	115404
ORDER	54	2	29	32	180	228960
ORDER	55	3	30	32	827	1221810
ORDER	56	2	26	32	255	60180
ORDER	57	3	29	32	990	3237498
ORDER	58	3	30	33	206	141914
ORDER	59	2	32	34	170	200600
ORDER	60	1	32	35	220	570570
ORDER	61	2	32	35	1467	739368
ORDER	62	3	30	35	193	490182
ORDER	63	2	33	35	542	826008
ORDER	64	1	31	35	471	489840
ORDER	65	2	30	36	191	97792
ORDER	66	2	33	36	700	999600
ORDER	67	2	34	37	202	31512
ORDER	68	2	34	37	188	155664
ORDER	69	1	36	38	1463	2253752
ORDER	70	1	34	39	1369	1459354
ORDER	71	1	36	40	831	264674
ORDER	72	2	36	40	424	664832
ORDER	73	2	36	41	194	35696
ORDER	74	1	40	42	1507	1802372
ORDER	75	3	39	42	1094	2905664
ORDER	76	1	41	42	346	766909
ORDER	77	2	37	42	183	28548
ORDER	78	1	37	43	1237	522633
ORDER	79	2	38	43	543	295392
ORDER	80	3	40	43	276	263442
ORDER	81	1	42	43	224	525616
ORDER	82	3	39	43	251	818737
ORDER	83	3	39	43	166	383029
ORDER	84	3	40	43	195	603701
ORDER	85	1	38	44	205	306475
ORDER	86	3	41	45	216	695607
ORDER	87	1	45	46	183	197457
ORDER	88	2	41	46	223	119528
ORDER	89	2	39	47	1218	1500576
ORDER	90	1	41	47	1365	1366365
ORDER	91	3	45	48	346	445129
ORDER	92	3	45	48	203	134792
ORDER	93	3	43	48	1249	1440972
ORDER	94	1	46	49	768	698880
ORDER	95	2	46	49	190	213560
ORDER	96	3	44	49	213	616998
ORDER	97	2	46	50	213	229188
ORDER	98	3	47	50	161	375501
ORDER	99	3	45	50	237	121961
ORDER	100	3	46	50	1479	3572229
